aX,aY,aZ,gX,gY,gZ
-0.26,1.09,0.71,-94.48,53.89,-20.32
-0.38,0.93,0.61,-7.63,20.69,-52.73
-0.46,1.1,0.53,-47.67,22.16,-78.25
-4,3.48,3.34,105.04,-368.16,663.88
-4,4,1.46,-265.99,-91.67,613.95
-2.6,4,2.7,-11.96,-114.62,320.19
-1.48,2.69,1.57,-30.64,59.14,136.23
-0.83,1.95,0.52,123.41,4.7,80.32
-0.52,1.24,0.66,-9.09,20.51,23.68
-0.22,0.93,0.8,-55.91,37.23,2.62
-0.24,0.75,0.68,-73,62.01,-18.19
-0.37,0.72,0.42,-40.16,45.78,-40.65
-0.53,0.94,0.37,-85.82,23.25,-75.56
-4,3.54,3.39,946.41,-607.97,1219.85
-4,3.97,3.7,85.75,-392.46,761.29
-4,4,1.71,-135.19,-129.09,737.49
-1.81,4,3.85,16.54,-205.38,291.75
-2.02,1.43,1.73,-70.37,137.33,-1.1
-0.47,1.39,0.47,99.06,-21.18,86.55
-0.5,0.83,0.86,-87.83,21.67,21
-0.26,0.72,0.95,-9.64,-0.79,14.1
-0.16,0.83,0.68,-44.01,25.02,-11.6
-0.23,1,0.62,-79.35,23.07,-82.09
-4,2.72,1.66,252.01,138.37,1223.27
-4,4,2.87,340.64,-175.6,1327.64
-4,4,2.64,88.99,-61.89,969.85
-4,4,-0.66,71.17,15.32,783.39
-0.89,4,1.93,-1.04,-156.01,226.07
-2.24,0.49,0.71,-193.85,37.11,114.26
-0.51,1.65,0.22,-3.97,-8.79,107.06
-0.72,1.09,0.54,-89.36,-17.4,63.78
-0.37,1.24,0.58,-93.02,-13.37,41.32
-0.52,1.09,0.24,-74.4,0.98,-1.16
-4,2.7,1.07,636.54,-114.32,1184.39
-4,4,2.89,492.25,-498.23,1233.34
-4,3.99,2.5,-350.16,-34.61,800.42
-4,4,1.53,269.04,-395.14,627.99
-0.9,3.35,3.04,-240.23,-67.69,-20.2
-2.17,-0.09,0.97,-158.2,259.34,-3.78
-0.39,1.46,-0.08,265.26,-86.3,91.98
-0.55,0.49,0.84,-211.18,11.23,-21.36
-0.36,0.74,0.96,-19.47,3.36,27.1
-0.41,0.86,0.39,9.28,48.22,-29.48
-4,-1.52,2.06,319.21,-145.26,553.41
-4,0.76,2.01,464.29,-304.44,872.92
-4,3.21,2.79,475.46,-531.07,955.99
-4,3.44,3.95,-37.54,-267.33,680.11
-4,4,0.77,-145.51,11.78,739.56
-2,4,3.25,38.7,-327.88,386.72
-1.29,2.23,2.1,-182.5,112.67,72.08
-1.19,1.14,0.05,77.51,77.45,112.24
-0.16,1.41,0.45,-77.88,-33.87,42.24
-0.52,0.69,1,-146.3,38.76,8.91
-4,3.29,0.48,217.83,45.04,1174.38
-4,4,1.8,416.5,-329.71,1166.02
-4,4,3.15,-140.08,-295.41,846.56
-2.5,4,2.09,161.32,-110.23,476.14
-0.71,3.51,2,-20.75,48.65,9.58
-1.15,0.7,1.05,11.6,52.73,-12.15
-0.16,1.18,0.83,32.96,-12.63,25.88
-0.24,0.87,0.94,-42.66,19.41,-25.88
-0.3,0.67,0.64,31.49,23.44,-46.45
-0.41,0.67,0.36,-36.5,39.98,-52.55
-4,2.17,1.46,249.88,-325.2,885.99
-4,3.51,3.12,106.87,-354.19,628.78
-4,4,3.99,-80.44,-230.47,703
-1.85,4,2.92,-46.94,-184.02,408.39
-0.42,2.72,2.69,-101.01,22.89,74.71
-0.77,0.59,0.95,106.45,48.71,-5.49
-0.34,0.52,0.69,-27.83,9.46,19.29
-0.2,0.38,0.97,-5.43,2.75,1.22
-0.18,0.26,0.71,-5.13,5.13,-4.33
-0.18,0.43,0.45,-75.38,18.55,2.56
-4,2.48,3.81,457.7,-500.06,734.31
-4,2.65,3.73,-45.59,-264.53,655.58
-4,4,1.7,-6.65,-54.38,670.47
-1.15,4,3.74,-12.88,-164.25,277.22
-2.2,0.83,1.26,-61.22,234.37,8.85
-0.43,1.7,-0.01,241.88,-67.08,120.61
-0.28,0.94,0.7,-165.53,66.16,20.32
-0.51,0.39,0.96,-30.15,27.59,25.88
-0.18,0.95,0.36,-29.6,40.53,13.92
-0.39,0.99,0.5,-127.5,50.17,-34.42
-4,-1.5,1.2,356.26,-160.1,680.79
-4,2.39,2.28,404.66,-324.16,797.97
-4,3.2,4,71.66,-317.63,648.99
-4,4,1.69,-13.06,-100.28,729.68
-1.44,4,3.19,74.52,-259.77,249.88
-2.39,0.01,1.01,-234.8,169.56,-53.22
-0.83,0.89,0.01,217.77,-80.26,158.26
-0.58,1.21,0.37,-107.97,5.62,73.12
-0.69,1.25,1.05,-115.36,16.36,40.04
-0.69,1.21,0.29,52.73,66.96,-10.68
-4,1.96,1.44,209.35,-60.12,916.99
-4,4,3.18,311.52,-211.3,978.88
-4,4,2.99,-70.13,-134.7,661.99
-2.89,4,0.72,104.68,-52,467.59
-0.79,3.88,1.87,34.18,-86.06,202.51
-0.99,1.69,1.01,-14.4,58.9,11.41
-0.55,1.1,0.34,43.95,10.8,25.09
-0.13,1.01,0.4,-96.68,6.9,-7.39
-0.14,0.68,0.75,-137.7,5.62,-37.41
-0.16,0.66,0.73,-75.62,32.17,-29.54
-4,3.67,0.23,408.26,21.42,1224.73
-4,4,1.28,254.39,-309.57,1146.61
-4,4,1.7,-201.9,-85.21,911.8
-0.9,4,1.01,257.08,-193.73,263.24
-2.17,0.71,0.39,-297.67,107.3,-30.58
-0.97,1.22,0.63,102.17,-88.87,156.07
-0.51,1.6,0.43,-38.82,19.84,73.97
-0.87,1.08,0.26,-101.99,41.26,10.99
-0.82,1.12,0.07,0.12,32.53,-18.13
-1.01,1.05,0.01,-2.01,19.9,-67.93
-4,3.31,2.96,469.48,-294.13,1078.61
-4,4,3.98,37.78,-287.11,804.75
-4,4,2.71,98.57,-308.96,747.8
-1.97,4,3.77,24.41,-273.8,321.53
-2.09,1.12,1.12,-57.19,197.33,-45.59
-0.15,1.41,0.48,65.67,-40.77,55.18
-0.35,0.67,0.92,-134.22,30.76,-7.69
-0.27,0.69,0.91,-51.39,17.21,-6.96
-0.2,0.91,0.69,-45.35,38.57,-30.88
-0.39,1.13,0.43,-89.84,38.15,-61.71
-4,4,2.21,150.09,-122.92,876.89
-4,4,2.72,-76.66,-73.85,916.99
1.57,4,0.45,297.97,-120.24,762.94
-4,1.1,1.93,-102.42,119.81,-520.63
-0.56,0.64,0.67,74.34,-13.73,196.72
-0.02,1.33,0.99,1.22,-57.68,8.3
-0.32,0.88,0.97,-150.39,59.14,0
-0.23,0.87,0.73,-67.02,32.23,-2.44
-0.24,1.05,0.36,-76.54,50.66,-21.3
-0.57,1.42,0.18,-2.56,2.26,-79.47
-4,4,1.63,502.81,-448.61,1033.45
-4,4,2.63,-112.37,-343.2,689.39
-3.24,4,1.03,-258.18,126.34,629.03
-0.83,4,1.48,278.38,-259.7,200.26
-1.09,2.01,1.23,-164.73,124.08,-59.14
-0.66,1.05,0.39,79.41,31.07,46.08
-0.28,1.14,0.36,78.86,-9.34,-1.77
-0.54,0.76,0.31,-103.58,75.56,-54.38
-0.44,0.88,0.39,-72.75,41.5,-34.61
-0.46,1.18,0.32,35.89,14.59,-81.24
-4,2.86,1.34,375.31,-266.6,1053.16
-4,4,2.45,108.22,-410.71,783.08
-4,4,0.78,-275.39,-27.83,690.73
-2.47,4,2.37,241.03,-390.14,360.9
-0.78,2.74,1.86,-232.24,111.21,30.4
-1.59,0.88,0.15,-86.12,150.76,53.65
-0.33,1.48,0.14,116.76,-57.13,49.74
-0.42,1.27,0.42,-129.46,33.02,-42.97
-0.77,1.01,0.43,-101.93,40.22,-50.6
-0.73,1.48,0.31,27.34,12.57,-86.61
-4,4,1.75,297.3,-155.33,936.65
-4,4,1.42,-64.94,-41.2,780.33
-2.06,4,1.07,-48.4,-27.83,552.49
-0.69,3.34,2.32,89.29,-152.28,41.5
-1.19,1.05,0.6,-50.11,153.69,28.14
-0.31,1.29,0.1,54.87,-17.4,60.91
-0.2,0.92,0.49,-119.2,8.85,-13.43
-0.22,0.81,0.78,-99.06,4.27,-10.56
-0.19,1.09,0.51,16.91,0.98,-22.89
-0.38,1.3,0.36,-11.84,21.12,-77.09
-4,2.64,0.83,393.43,-102.84,922.49
-4,4,1.05,273.07,-249.27,913.7
-4,4,1.46,-44.62,-82.7,513.73
-3.38,3.88,0.19,-44.98,25.57,406.56
-1.21,4,1.41,173.77,-365.54,350.04
0.24,2.36,2.19,-126.65,1.89,-110.05
-1.9,-0.39,-0.04,-74.95,354.49,-186.52
-1.11,0.32,-0.89,243.1,-73.85,49.99
-0.26,1.31,0.18,-80.69,-39,-9.89
-0.69,1.07,0.25,-227.11,52.98,-106.81
-4,4,0.99,383.06,-341.98,1101.26
-4,4,2.65,240.6,-532.29,848.14
-4,4,1.64,-473.88,30.46,710.51
-1.33,4,1.79,200.87,-290.34,97.96
-1.25,1.51,1.39,-148.38,90.45,-36.87
-0.65,0.95,0.4,-58.47,72.02,34.18
-0.23,1.05,0.53,25.21,-29.91,0.12
-0.36,0.87,0.68,-105.65,30.7,-57.5
-0.32,1,0.7,-56.21,21.36,-31.62
-0.26,1.76,0.44,41.99,7.45,-81.67
-4,4,2.32,-12.88,-323.24,762.02
-3.85,4,2.53,-213.56,-192.63,667.36
-1.2,4,1.74,10.8,-110.23,255.07
-0.88,2.04,1.45,-97.66,55.24,-23.8
-0.56,0.87,0.5,42.54,25.88,16.66
-0.19,0.88,0.64,-87.28,23.44,0.55
-0.27,0.71,0.95,-94.67,27.04,-28.2
-0.33,0.84,0.63,30.76,20.08,-37.96
-0.49,1.27,0.37,-82.89,32.59,-74.77
-0.75,1.59,0.65,-46.2,-28.38,-142.09
-3.43,4,0.8,-113.53,54.63,583.13
-1.27,4,1.87,96.74,-249.51,219.24
-0.7,2.25,1.49,-203.92,93.75,43.33
-0.73,1.04,0.29,-71.41,130.25,46.02
-0.21,1.16,-0.04,35.4,-11.35,20.32
-0.27,0.96,0.31,-127.93,30.64,-6.41
-0.25,1.15,0.49,-77.27,10.62,-11.29
-0.36,1.37,0.39,9.89,-1.16,-62.13
-0.57,1.64,0.29,-35.1,21.06,-135.31
-0.83,1.97,0.37,-56.15,-4.58,-188.23
-3.25,4,1.6,-196.23,-136.6,584.96
-2.25,4,-0.01,-144.23,55.97,309.63
-1.42,4,0.74,42.91,-184.51,202.33
-0.03,2.88,1.58,-138,-52.12,1.46
-0.78,0.93,0.65,-55.91,174.26,-124.63
-0.84,0.46,-0.74,94.24,73,-51.94
-0.48,0.98,-0.14,17.09,-41.2,-38.94
-0.55,1.19,0.28,-83.25,-0.79,-86.43
-0.84,1.26,0.11,-12.45,15.63,-106.32
-0.87,1.77,-0.09,115.3,-34.73,-143.86
-3.15,4,0.53,2.14,127.2,537.54
-0.41,4,1.04,193.36,-188.35,119.63
-1.43,0.99,1.22,-248.23,67.93,-71.78
-0.37,0.94,0.98,-27.71,-12.45,46.75
-0.22,1.04,0.87,-28.75,33.26,-21.61
-0.46,0.74,0.52,-19.59,38.57,-31.92
-0.42,0.95,0.42,-10.01,26.86,-46.14
-0.57,1.15,0.37,-25.09,27.04,-92.65
-0.75,1.36,0.39,9.52,1.53,-139.28
-0.93,1.49,0.33,66.41,-37.35,-184.14
-2.96,4,0.72,89.78,-142.09,410.95
-0.77,3.26,2.14,-9.7,-126.22,126.22
-1.07,1.26,1.1,-145.39,156.62,3.23
-0.45,1.07,0.12,42.79,87.95,38.09
-0.23,0.94,0.17,-11.47,23.86,2.93
-0.26,0.77,0.5,-125.24,36.01,-9.4
-0.22,1,0.53,-33.02,20.69,-20.2
-0.33,1.22,0.24,-28.5,27.65,-56.88
-0.56,1.41,0.25,-83.86,26.12,-113.4
-0.66,1.68,0.36,-28.14,-40.83,-200.07
-2.87,4,0.91,-134.16,103.03,528.2
-0.96,3.84,1.05,55.73,-103.21,124.94
-0.84,1.77,1.11,-74.46,55.48,-24.41
-0.43,1.09,0.7,-36.25,51.82,-3.23
-0.24,1.05,0.53,-20.45,30.15,-32.1
-0.22,0.79,0.65,-90.7,48.77,-50.84
-0.16,0.85,0.7,-42.42,39.43,-55.05
-0.19,0.86,0.52,-88.87,73.43,-83.07
-0.3,0.95,0.54,-117.13,83.37,-105.35
-0.29,1.13,0.62,-88.07,72.39,-146.3
-3.34,-3.11,1.45,-191.77,180.36,228.15
-4,-2.67,1.47,84.53,162.05,576.29
-4,0.54,0.27,295.84,37.9,936.52
-4,4,2.87,443.6,-441.96,890.44
-4,4,4,-34.61,-272.22,630.68
-2.65,4,0.5,-163.82,206.67,485.6
-0.81,4,0.71,139.28,-123.84,200.56
-0.78,2.24,1.33,-93.87,-13.92,-20.26
-0.35,1.38,0.91,29.66,-3.3,-41.56
-0.31,1.46,0.63,-45.53,16.78,-80.38
-2.12,4,1.6,116.03,-100.83,295.78
-1.12,2.72,1.28,-97.78,2.99,63.54
-0.76,1.33,0.83,-6.77,28.81,26.86
-0.55,0.96,0.35,-46.45,42.3,-5.92
-0.42,0.98,0.12,-120.3,24.11,-21.18
-0.54,1.18,0.47,-104.49,1.28,-55.97
-0.76,1.3,0.33,19.53,-1.1,-114.5
-1.08,1.29,0.07,-36.68,-9.58,-160.22
-1.27,1.96,0.31,-49.01,-78.8,-210.88
-1.54,2.44,0.33,-74.04,-103.39,-309.45
-1.4,2.84,2.61,103.58,-180.54,25.76
-1.42,1.04,0.6,-164.61,165.04,80.57
-0.57,1.63,0.26,77.15,-25.33,117.31
-0.25,1.38,0.71,-97.9,-2.87,38.39
-0.31,1.06,0.73,-153.75,40.83,9.89
-0.35,1.18,0.49,-6.47,35.22,-23.56
-0.52,1.33,0.34,-18.37,33.45,-80.51
-0.83,1.41,0.53,-99.24,18.37,-126.1
-0.86,1.66,0.64,-28.08,-35.95,-211.49
-1.13,1.86,0.76,-73.49,-36.32,-290.83
2.42,4,1.86,214.42,-446.23,128.72
-2.7,0.46,0.93,-294.13,324.04,-139.59
-0.79,0.74,0.25,122.74,-64.7,134.89
-0.17,0.93,1.08,-54.44,-83.68,-22.64
-0.43,0.68,0.98,-177.98,64.94,1.34
-0.45,0.64,0.49,-145.87,62.19,-8.97
-0.59,0.74,0.5,-54.14,18.25,-28.81
-0.76,1.15,0.42,-34.36,18.31,-57.43
-0.76,1.17,0.4,-64.15,19.71,-95.64
-0.82,1.17,0.5,-65.19,-5.13,-139.89
-4,2.79,1.3,604.8,34.55,965.09
-4,4,2.56,460.02,-500.12,849.18
-3.18,4,2.72,-313.11,66.96,641.6
-1.67,4,0.66,342.1,-75.07,144.71
-0.96,2.48,0.63,-52,-0.61,19.23
-0.97,1.27,0.78,-71.78,-3.85,34.06
-0.39,1.1,0.59,63.11,-25.76,18.19
-0.62,0.62,0.27,-62.5,52.25,-8.67
-0.62,0.75,0.2,-54.81,13.31,-0.43
-0.75,0.74,0.43,-41.2,10.68,-30.15
-4,-1.93,1.54,-21.79,302.61,438.66
-4,0.47,0.18,249.63,337.46,758.97
-4,4,0.46,586.43,-145.94,935.73
-4,4,2.38,-23.8,-467.71,570.5
-2.3,4,1.4,-418.09,111.21,511.35
-0.26,4,0.8,260.99,-174.13,292.18
-0.33,2.58,0.92,-100.1,18.43,-25.09
-1.06,0.58,1.8,177.8,-108.28,-51.88
-0.28,0.88,0.12,-102.36,130.98,10.19
-0.36,0.86,0.49,-142.76,51.09,-40.28
-4,2.4,0.87,207.15,-149.6,942.75
-4,4,2.35,91.19,-269.96,834.29
-4,4,1.48,-88.99,-59.08,723.75
-0.12,4,1.96,136.78,-250.43,515.2
-2.25,1.32,2.08,-224.85,145.87,-247.92
-0.76,0.25,0.47,112.49,-20.81,91.31
-0.28,0.87,0.95,-28.26,-53.77,57.43
-0.34,0.85,1.27,-151.55,34.12,31.37
-0.38,0.75,0.84,-6.77,44.19,-15.69
-0.54,0.84,0.35,2.62,51.76,-40.34
-4,2.13,1.48,486.88,-262.57,934.57
-4,4,3.86,410.89,-607.12,721.74
-4,4,2.07,-245,-30.15,637.88
-2.17,4,2.56,139.89,-208.74,289.37
1.41,3.93,1.01,-366.21,259.34,27.65
-1.67,-0.07,0.92,88.68,-128.97,-46.26
-0.24,1.09,0.12,12.51,51.82,7.51
-0.47,0.52,0.4,-138.06,83.62,-32.84
-0.43,0.52,0.41,-67.87,58.59,-29.97
-0.53,0.85,0.23,-61.34,51.21,-44.98
-4,3.74,0.94,377.69,-216.74,1020.32
-4,4,3.25,78.19,-332.03,763.31
-4,4,1.09,-166.02,-43.4,711.3
-1.23,4,1.94,-4.82,-151.25,327.39
-1.19,2.18,1.22,-105.9,63.42,-32.04
-0.81,0.79,0.65,8.24,2.14,22.28
-0.38,0.81,0.65,-61.04,26.43,1.95
-0.46,0.67,0.69,-74.4,39.67,-17.4
-0.42,0.78,0.56,-43.27,39.55,-30.27
-0.47,0.89,0.37,-63.11,51.51,-62.13
-4,3.02,0.49,222.41,-66.77,940.25
-4,4,1.4,83.86,-186.83,769.84
-4,4,1.07,-174.99,70.74,585.08
-2.55,4,0.04,1.65,9.4,424.5
-0.46,4,0.74,1.16,-70.43,203.43
-0.87,1.82,0.77,-97.53,28.44,-17.09
-0.47,1.12,0.69,-22.03,-0.24,-10.93
-0.49,0.79,0.64,-14.53,17.64,-38.45
-0.42,0.77,0.6,-34.85,28.5,-32.29
-0.43,1.03,0.42,-78.12,49.26,-53.34
-4,1.83,1.5,366.46,-129.88,704.28
-4,2.92,2.31,-0.98,-177.37,573.24
-4,3.55,1.79,-134.4,46.08,482.06
-2.01,3.64,0.92,75.62,-21.97,280.27
-1.34,2.18,0.83,-95.21,17.58,83.19
-0.96,1.03,0.83,-40.34,26.43,43.27
-0.62,0.87,0.4,-0.06,35.1,19.29
-0.52,0.75,0.3,-82.09,25.7,5.62
-0.49,0.75,0.54,-86.18,14.47,-13.55
-0.5,0.86,0.38,-56.58,16.36,-34.85
-4,2.57,1.41,391.11,-165.89,672.79
-4,3.27,1.81,-92.96,-166.56,553.41
-3.91,4,1.97,52.12,-22.52,555.79
-1.64,4,0.87,110.53,-63.17,185.06
-1.15,2.12,0.86,-182.01,19.96,21
-0.34,2.02,1.1,-45.9,0.43,19.1
-0.93,0.37,0.09,-9.89,74.28,-60.06
-0.41,0.66,0.04,-5.13,1.04,11.11
-0.55,0.87,0.33,-152.4,31.13,-16.66
-0.71,1.03,0.41,-79.47,34.36,-44.8
-4,4,-0.36,423.22,-198.91,967.71
-4,4,1.77,-22.52,-245.91,778.69
-3.27,4,1.08,-98.94,-19.96,633.91
-1.72,4,0.28,159.67,-106.51,341
-0.13,4,3.06,-49.38,-141.66,134.16
-0.98,1.22,0.29,-36.93,301.03,-55.48
-0.45,0.54,-0.28,-91.25,70.56,-37.05
-0.39,0.64,0.63,-140.81,-24.78,-40.71
-0.44,0.93,0.42,-118.29,76.17,-51.39
-0.68,1.02,0.2,-9.4,27.71,-77.39
-4,4,0.26,349.61,-232.67,1011.72
-4,4,1.79,-47.36,-439.76,743.65
-2.64,4,0.53,-568.6,182.62,543.52
-1.35,4,0.44,120.79,-30.21,184.94
-0.99,1.77,0.53,-65.12,81.12,-16.17
-0.47,1.33,0.61,-26.49,3.11,7.87
-0.35,0.95,0.74,-34.12,14.77,-30.64
-0.49,0.65,0.48,-31.68,48.34,-42.72
-0.38,0.94,0.22,-12.76,26.18,-50.05
-0.48,1.13,0.33,-75.68,6.53,-89.36
-4,2.92,0.45,332.03,-13.98,1063.17
-4,4,2.43,202.33,-303.59,885.44
-4,4,2.26,-154.91,41.87,724.85
-1.57,4,1.08,178.34,-151.79,379.76
-0.7,3.2,1.36,-109.44,-5,7.14
-0.94,0.93,1.01,-44.86,33.39,-23.32
-0.19,1.08,0.58,26.06,-13.55,-10.01
-0.46,0.64,0.81,-117.92,31.62,-63.6
-0.42,0.69,0.7,-55.42,41.99,-37.54
-0.35,0.93,0.38,0.49,17.15,-49.26
-4,3.8,0.28,409.06,39.37,887.57
-4,4,0.3,127.44,-196.72,658.14
-2.95,4,1.42,-339.66,29.66,491.33
-1.34,4,-0.64,120.42,87.77,274.72
-0.42,2.95,-0.2,-64.15,-5.74,115.72
-0.62,1.66,0.34,-106.32,-17.27,17.27
-0.31,1.32,0.4,-22.46,-16.6,18.37
-0.33,1.07,0.39,-5.8,21.06,-42.79
-0.5,0.92,0.15,-45.9,49.01,-43.88
-0.48,1.16,0.24,-62.26,27.89,-46.45
-4,4,3.28,396.06,-558.35,807.56
-3.3,4,1.17,-337.1,34.55,534.48
-1.67,4,0.44,-85.21,-61.04,213.5
-0.4,2.81,1.49,-26.18,-126.22,15.08
-0.59,1.29,0.53,-134.58,83.74,-14.77
-0.39,1.14,0.45,45.23,-8.91,-19.17
-0.38,0.9,0.44,-94.97,40.77,-60.24
-0.67,0.7,0.56,-185.91,59.14,-81.12
-0.57,0.85,0.5,-86.67,33.45,-62.99
-0.64,1.09,0.29,-33.81,44.19,-91.86
-4,4,2.75,-105.35,-231.57,715.39
-3.68,4,0.65,-107.18,-52,741.82
-0.01,4,2.7,33.75,-186.77,166.44
-1.7,0.83,1.17,-114.14,140.93,-92.16
-0.34,1.11,0.46,49.07,-55.18,54.14
-0.37,0.94,1.02,-137.15,23.13,-4.58
-0.42,0.83,0.94,-98.27,47.73,-18.13
-0.35,1.05,0.44,-9.77,32.78,-44.74
-0.5,1.19,0.25,-60.55,25.51,-107.42
-0.73,1.48,0.52,-65,-4.21,-141.05
-4,4,1.44,-595.89,-7.45,564.88
-2.38,4,1.51,194.15,-187.26,355.29
-0.42,3.39,2.38,-175.54,88.56,-9.7
-1.6,0.45,0.29,-112.37,243.9,-102.66
-0.28,1.23,0.06,106.45,-93.75,37.17
-0.36,0.84,0.53,-142.64,79.28,-60.42
-0.62,0.54,0.33,-160.03,104.61,-55.91
-0.54,0.86,0.14,-23.86,39.06,-33.02
-0.6,1.23,0.19,-49.8,34,-89.9
-0.76,1.37,0.34,-152.95,55.6,-140.62
-4,2.94,-0.42,417.79,134.03,1028.5
-4,4,0.79,511.84,-444.7,1090.15
-4,4,2.46,-397.95,-0.12,520.2
-1.29,4,-0.06,197.2,77.15,209.05
-0.59,2.85,1.26,-75.68,-59.94,15.14
-0.83,2.15,1.42,-60.67,106.57,-89.54
-0.48,0.56,-0.08,30.21,125.49,-36.62
-0.38,0.65,0.37,0.67,1.71,-33.39
-0.48,0.72,0.36,-89.54,58.17,-38.39
-0.49,0.88,0.17,-40.83,40.83,-41.32
-4,4,2.8,170.84,-333.68,808.96
-4,4,0.91,-97.23,-34.55,730.59
-1.37,4,2.6,126.65,-293.33,389.95
-1.82,1.26,1.49,-229.13,188.72,-66.65
-0.61,1.26,0.44,75.01,19.71,60.06
-0.29,1.15,0.72,-83.25,16.85,-12.7
-0.54,0.65,0.85,-170.84,65.12,-43.7
-0.48,0.77,0.59,13.92,41.5,-34.79
-0.42,1.08,0.25,-54.32,45.59,-67.57
-0.6,1.14,0.4,-114.75,30.94,-114.2
-3.35,4,-0.3,-161.74,129.39,674.44
-1.22,4,1.95,11.72,-208.62,271.12
-1.16,2.02,1.47,-115.97,87.83,-20.39
-0.58,1.23,0.56,27.59,10.25,18.68
-0.43,0.83,0.65,-83.07,41.32,-28.32
-0.64,0.43,0.71,-100.4,61.4,-42.85
-0.39,0.41,0.35,-45.65,53.77,-1.77
-0.37,0.7,0.28,-59.02,51.03,-16.17
-0.47,0.78,0.34,-117.07,40.1,-57.5
-0.52,0.73,0.65,-124.21,43.64,-76.48
-4,-3.06,1.99,-10.99,118.47,99.24
-4,-0.77,1.76,183.23,167.72,724.18
-4,2.65,0.85,281.74,100.52,1169.43
-4,4,2.78,364.99,-243.71,1158.14
-4,4,3.07,-85.88,-120.06,724.12
-1.93,4,-1.04,-112.73,224.37,512.45
-0.58,3.99,0.81,116.15,-112.49,39.67
-0.78,1.24,0.72,-49.38,19.29,0.92
-0.19,1.34,0.64,30.21,-37.6,12.02
-0.13,1.31,0.7,-54.75,-13.37,-28.08
-4,4,0.43,334.59,-41.14,1308.65
-4,4,3.35,377.62,-523.25,1256.29
-4,4,3.7,-255.8,71.29,773.5
-2.44,4,0.42,242.61,-96.13,540.41
-1.58,2.77,1.76,-248.72,108.22,-127.69
-0.97,0.89,0.88,59.75,5.74,42.79
-0.14,1.48,0.33,-30.33,8.42,15.87
-0.35,1.08,0.84,-163.21,11.29,-58.29
-0.36,0.77,0.95,-94.85,33.33,-91.31
-0.51,0.83,0.31,-5,49.26,-106.93
-4,4,0.59,379.39,-31.37,1192.32
-4,4,2.55,218.81,-176.76,847.96
-3.1,4,0.41,1.77,81.73,581.18
-1.62,4,0.14,58.84,-118.47,325.01
-1.07,3.47,0.53,-31.49,-66.71,75.81
-0.54,2.34,0.82,-22.71,-36.07,1.22
-0.52,0.96,0.35,43.95,42.66,-60.97
-0.77,0.26,-0.18,-26.55,61.89,-59.39
-0.78,0.75,0.1,-22.58,8.48,-23.62
-0.77,1.29,0.12,-7.02,33.75,-57.86
-4,4,2.86,-102.72,-160.34,685.79
-4,4,1.84,5.43,-78.67,591.43
-1.6,4,1.13,-78.61,-62.62,323.24
-0.24,2.98,1.66,-94.3,12.27,36.68
-0.24,1.32,0.96,50.78,4.27,-2.01
-0.12,0.87,1,-57.25,18.49,-20.32
-0.23,0.73,1.09,-11.47,7.2,-26.61
-0.16,1.25,0.61,47.36,-14.28,-42.66
-0.34,1.47,0.65,-126.1,2.81,-81.24
-0.57,1.9,0.89,-51.64,-32.59,-155.88
-1.25,4,2.54,-30.76,-109.86,223.14
-0.83,2.21,1.84,-9.7,7.26,16.78
-0.41,1.12,1.26,4.88,24.29,-29.6
-0.38,0.59,1.14,-13.79,42.6,-40.95
-0.33,0.42,0.96,-22.34,40.83,-50.42
-0.39,0.4,0.92,-29.3,37.84,-45.47
-0.53,0.67,0.7,17.33,30.94,-58.04
-0.63,1.11,0.57,-55.05,22.77,-86.12
-0.93,1.28,0.99,-110.23,-16.48,-147.03
-1.21,2.12,1.09,-83.44,-3.78,-217.9
-3.63,-2.36,1.65,-139.71,132.69,-6.77
-4,-1.25,2.27,7.08,189.7,397.03
-4,0.47,1.14,312.5,440.49,816.71
-4,4,0.13,478.45,52.25,1143.37
-4,4,0.92,417.6,-423.4,1055.6
-3.93,4,2.03,-272.34,-271.61,646.91
-1.87,4,0.63,-164.92,163.51,261.66
-1,2.77,-0.54,84.59,81.73,63.6
1.35,4,0.99,-30.09,-121.83,8.06
-0.83,0.93,0.95,19.17,137.57,-195.74
-4,3.5,-0.29,520.75,77.09,1153.44
-4,4,0.44,333.74,-427,1120.3
-4,4,1.83,-342.83,-154.42,650.21
-2.99,4,-0.27,-55.73,147.4,375.55
-0.97,3.98,0.51,129.09,-151.12,164.86
-0.91,2,0.88,-181.09,-10.13,-55.97
-0.76,1.04,0.71,-38.82,-5.07,-41.08
-0.45,0.97,0.5,76.05,-24.84,-53.34
-0.58,1.07,0.47,-26.49,16.11,-75.26
-0.72,1.34,0.32,-39.86,21.42,-100.65
-4,4,1.83,168.95,-400.33,970.09
-4,4,2.46,-197.2,-34.06,723.27
-2.47,4,0.6,9.28,-122.99,310.36
-1.09,2.64,1.84,-165.22,-15.81,29.85
-0.68,1.33,0.91,8.48,12.88,7.63
-0.29,1.1,0.75,-64.45,-6.41,-24.11
-0.48,0.62,1.06,-86,1.16,-47.73
-0.35,0.82,0.55,14.04,15.5,-57.86
-0.52,0.96,0.18,-10.38,-5.13,-48.28
-0.73,1.67,0.39,-52.92,-39.79,-100.71
-4,3.16,0.76,624.69,39.79,980.96
-4,4,1.66,679.81,-473.69,1027.22
-4,4,2.95,-275.63,-228.33,697.63
-2.44,4,0.15,-0.79,119.63,314.7
-0.56,3.58,0.68,79.53,-104.31,135.38
