aX,aY,aZ,gX,gY,gZ
-4,3.73,-1.09,-54.69,-39.18,-1177.19
-4,1.01,-0.66,-122.99,-170.47,-736.69
-4,-0.35,0.75,-58.35,-276.55,-558.35
-3.18,-1.1,1.2,-70.68,-145.63,-352.84
-1.82,-0.88,1.23,-22.28,-42.85,-172.91
-1.24,-0.6,0.93,35.58,21.3,-113.22
-1.17,-0.37,0.9,13.37,59.14,-37.6
-2.27,4,-1.13,199.65,42.79,-189.7
-4,4,-1.98,58.59,31.37,-430.54
-4,4,-2.77,284.67,-149.54,-787.9
-4,3.47,-1.71,-2.62,-211.61,-917.11
-4,1.65,-0.78,48.95,-221.01,-962.16
-4,-0.26,-0.9,48.1,-256.47,-793.15
-4,-1.15,0.81,-139.59,-246.83,-477.11
-2.6,-1.79,1.34,32.47,-139.04,-361.63
-2.01,-1.44,0.73,67.02,-49.32,-176.51
-1.57,-1,0.81,-5.43,-8.79,-75.81
-2.97,4,-0.36,186.4,124.21,-238.95
-4,4,-1.96,199.1,118.1,-487.55
-4,4,-1.69,86.61,-76.84,-812.13
-4,2.86,-0.29,76.48,-147.64,-1211
-4,1.5,0.23,22.71,-110.9,-1201.29
-4,0.03,0.71,-41.5,-84.23,-865.05
-4,-1.52,2.11,-91.67,-72.94,-604.43
-3.21,-1.7,1.39,-71.59,77.82,-355.35
-2.22,-1.6,0.75,-56.4,63.35,-145.32
-1.54,-0.97,1.07,-13.92,29.3,-24.72
-2.64,3.46,-1.27,187.87,185,-164.67
-4,3.61,-2.33,117.37,67.75,-310.67
-4,4,-2.96,406.62,56.46,-649.54
-4,3.6,-3.1,153.5,-37.11,-1138.18
-4,1,-2.04,226.26,-129.52,-1196.41
-4,0.19,-0.83,131.1,-94.42,-1026.43
-4,-1.72,0.9,-68.05,-202.58,-814.33
-3.87,-2.41,1.61,-115.78,-11.96,-376.1
-2.13,-1.36,0.65,65.55,-10.19,-189.27
-1.45,-1.14,0.9,10.07,17.7,-50.9
-2.7,4,-1.02,253.36,132.08,-190.55
-4,4,-1.66,145.63,78.25,-384.03
-4,4,-4,314.33,135.38,-832.28
-4,4,-4,342.59,-174.19,-1164.37
-4,1.17,-3.48,102.84,-161.07,-1079.71
-4,-1,-1.9,36.19,-271.73,-958.98
-4,-1.83,1.1,14.47,-331.42,-585.82
-2.86,-1.1,1.01,70.62,-51.39,-223.39
-2.25,-0.96,0.5,48.52,-15.08,-126.16
-1.72,-0.97,0.66,-21.61,-18.55,14.1
-3.7,4,-0.02,147.58,95.4,-202.39
-4,4,-1.1,198.24,215.94,-468.75
-4,4,-3.15,289.18,174.13,-1046.81
-4,3.33,-3.41,165.53,131.53,-1351.38
-4,0.39,-2.65,-7.26,50.48,-1191.16
-4,-1.37,0.15,-391.11,-188.48,-583.19
-3.52,-1.56,1.99,60.3,-155.21,-194.27
-2.14,-0.77,1.28,103.88,-43.88,-143.68
-1.78,-0.68,0.84,59.02,-1.4,-54.02
-1.47,-0.53,0.97,-0.49,-6.59,63.66
-4,4,-2.92,277.65,101.32,-413.76
-4,4,-4,468.81,81.3,-826.35
-4,4,-3.56,299.87,-93.93,-1044.13
-4,2.28,-4,380.07,76.23,-1273.25
-4,-1.37,-1.88,-157.65,-39,-903.14
-4,-1.53,1.9,-293.82,-170.35,-353.21
-2.62,-1.34,1.32,183.41,-84.53,-172.73
-2.03,-0.84,0.55,104.8,19.29,-93.57
-1.62,-0.61,0.86,-40.41,-9.58,24.9
-1.22,-0.53,0.93,-154.48,14.34,89.05
-4,2.98,-0.43,88.5,102.54,-223.88
-4,4,-1.3,189.7,231.57,-491.82
-4,4,-3.5,253.97,385.8,-1236.33
-4,4,-2.93,129.82,70.01,-1615.42
-4,0.75,-3.75,64.33,-39.67,-1305.48
-4,-1.48,1.07,-319.34,-127.69,-587.46
-3.7,-1.34,1.15,42.72,-159.73,-235.11
-2.38,-0.74,0.82,-8,-88.99,-84.05
-1.7,-0.2,1.32,-100.22,19.41,54.75
-1.15,0.03,1.32,-50.6,117.74,134.22
-3.73,2.53,0.94,42.85,99.3,-180.54
-4,3.95,-0.23,122.44,187.93,-361.45
-4,4,-1.9,101.75,219.91,-942.5
-4,4,-4,326.84,104.25,-1579.47
-4,4,-4,275.94,-33.94,-1686.52
-4,1.57,-2.38,-68.18,-115.6,-1152.59
-4,-0.66,0.96,-77.82,-17.46,-500.67
-3.42,-0.62,1.15,8.06,14.65,-270.39
-2.23,-0.48,0.82,43.09,22.64,-51.09
-1.32,0.36,0.94,17.88,44.37,58.47
-4,3.64,1.15,51.09,177.43,-231.14
-4,4,0.28,-83.92,223.02,-762.27
-4,1.15,0.41,-235.9,21.85,-1060.12
-4,3.96,-0.54,68.85,-58.78,-1448.73
-4,4,1.23,-45.78,-54.81,-1607.3
-4,-2.36,1.48,-376.65,16.97,-668.15
-4,-0.98,2.31,-84.78,6.23,-481.14
-3.41,-2.09,1.46,-142.03,19.41,-268.01
-2.08,-1.02,1.65,-38.76,12.76,4.82
-1.39,-0.7,1.81,-73.49,88.93,80.93
-4,4,-2.25,171.87,81.24,-470.4
-4,4,-3.3,222.78,121.03,-976.81
-4,4,-4,439.33,-21.12,-1345.7
-4,4,-2.83,330.38,98.88,-1626.34
-4,3.4,-1.18,-223.94,73.79,-1098.21
-4,-1.72,1.52,-366.46,19.41,-369.32
-3.27,-0.68,1.38,51.82,-183.04,-217.35
-2.48,-0.8,0.9,-35.58,32.35,-12.21
-1.6,0.02,0.98,-66.41,49.07,141.48
-1.19,0.15,1.01,-53.96,84.47,182.01
-4,4,-3.36,5.25,-217.47,-1564.27
-4,4,-2.51,58.65,-289.79,-1290.1
-4,1.3,1.75,-463.2,-234.5,-949.16
-4,-0.79,2.71,-29.66,-146.73,-486.21
-3.37,0.06,1.04,181.34,-100.04,-248.6
-2.4,-0.76,1.83,-76.78,26.12,-14.59
-1.59,-0.18,1.75,3.3,101.26,160.28
-1.36,0.25,1.23,123.6,138.61,174.68
-1.4,0.36,0.81,108.4,144.59,273.01
-1.51,0.85,0.46,41.56,187.19,384.83
-4,3,0.47,-286.38,-95.83,-1129.76
-4,0.02,2.11,-45.23,-112.37,-533.75
-3.31,0.25,1.27,88.38,-20.08,-215.03
-2.81,-0.56,1.41,22.64,13.55,-118.29
-2.23,-0.48,1.01,-23.93,127.38,129.03
-1.47,0.07,0.71,9.95,118.53,186.89
-1.46,0.3,0.72,27.04,91.86,224.79
-1.45,0.72,0.52,31.31,107.3,330.38
-1.48,1.12,0.24,12.02,115.23,411.99
-2.11,1.35,-0.36,-43.64,177.86,511.54
-3.72,1.91,-1.68,-5.31,328.31,657.9
-4,3.17,-1.72,-21.18,136.78,674.62
-2.89,3.82,-1.45,-224.55,86.43,638.61
-2.81,2.83,0.09,-147.34,125.73,536.56
-2.73,3.56,-0.91,8.24,244.51,458.68
-2.65,3.06,-0.76,-122.07,245.36,426.82
-2.59,3.32,-0.68,-90.33,186.46,380.49
-1.67,4,0.37,-34.42,-77.45,149.41
-1.77,4,-0.02,-37.84,-104.74,-3.3
-3.24,4,-1.1,99.67,-3.97,-238.4
-2.45,3.69,-1.51,-79.41,166.5,369.87
-1.61,3.08,-0.56,-83.25,81.85,376.04
-1.32,2.55,0.03,-74.34,42.3,286.87
-1.35,2.67,0.27,10.07,56.15,245.48
-0.95,2.92,0.14,-24.72,137.76,181.64
-1.66,2.68,0.27,-16.54,117.31,31.07
-2.59,3.41,0.17,130.8,47.73,-105.47
-4,4,-1.64,237.12,-26.55,-347.41
-4,4,-4,239.5,122.68,-979.8
-4,4,-4,350.1,13.55,-1672.61
-3.66,3.84,-0.65,110.05,37.29,-275.63
-4,4,-1.67,171.57,8.18,-686.52
-4,4,-2.89,246.03,144.41,-1301.7
-4,1.51,-2.46,48.34,-134.16,-1296.51
-4,0.07,0.84,-243.23,-146.48,-1196.59
-4,-1.78,1.98,-135.25,-41.5,-327.09
-1.9,-0.64,1.31,34.61,-18.37,-128.17
-1.22,-0.48,0.95,-7.2,30.46,-39.37
-0.74,-0.17,0.82,17.82,-20.14,72.63
-0.54,0.1,0.98,-25.94,35.71,148.74
-3.87,3.58,-0.19,40.77,-57.8,-378.6
-4,4,-1.06,72.27,-50.11,-705.32
-4,4,-2.54,106.51,37.9,-1239.01
-4,3.66,-1.17,118.04,-280.58,-1140.75
-4,1.32,0.26,-81.91,-110.35,-1289.49
-4,-2.22,0.95,-274.23,-9.09,-381.9
-2.3,-0.47,2.01,6.65,-121.64,-97.6
-1.43,-0.33,1.51,-20.51,52.67,-20.69
-0.64,0.24,1.04,-9.22,92.53,57.19
-0.25,0.18,0.84,-15.93,136.05,52.61
-3.97,2.59,-1.08,120.61,82.4,-292.79
-4,3.76,-2.31,53.96,16.66,-604.68
-4,4,-2.53,86.67,-57.01,-1354.13
-4,3.03,-2.33,341.49,-265.75,-1528.99
-4,0.2,-0.08,-43.95,-102.97,-1019.9
-4,-1.67,1.62,-183.35,-28.02,-622.92
-2.86,-1.3,1.49,-20.08,-78.49,-122.44
-1.69,-0.83,1.15,-47.18,10.13,4.39
-0.9,0.01,0.97,-51.76,43.95,86.85
-0.39,0.29,0.8,-10.74,62.93,84.11
-2.69,3.99,0.52,50.72,68.6,-82.95
-3.34,4,-0.67,81.42,112.67,-345.15
-4,4,-3.41,159.73,108.03,-790.77
-4,4,-3.13,170.78,-141.24,-1144.53
-4,2.08,-1.54,224.61,-192.81,-1305.73
-4,-0.53,-1.01,90.64,-166.87,-754.52
-3.99,-1.07,1.18,-127.32,-74.52,-447.08
-2.13,-0.95,0.89,-45.65,-28.87,-245
-1.23,-0.59,0.87,-29.05,-53.83,-108.4
-0.79,-0.29,1.05,-64.03,-9.77,-41.44
-2.83,3.7,-1.36,192.02,60.85,-180.11
-4,4,-2.24,172.49,6.1,-476.68
-4,4,-3.08,344.18,4.21,-882.81
-4,4,-4,465.09,29.97,-1383.61
-4,2.03,-3.76,221.8,-11.84,-1312.13
-4,-1.67,0.1,-284.42,-114.01,-678.71
-3.92,-1.83,1.05,101.56,-100.83,-231.99
-2.18,-0.98,0.4,-21.97,32.96,4.03
-0.86,0.45,0.71,-30.76,-14.83,115.91
-0.14,0.55,0.76,12.15,11.9,116.88
-2.78,3.84,-1.14,163.94,83.92,-193.05
-4,4,-2.85,344.97,4.21,-466.37
-4,4,-3.93,483.22,-24.41,-956.48
-4,4,-4,426.94,-7.02,-1201.35
-4,4,-3.56,250.61,82.64,-1514.95
-4,-0.49,-0.95,-179.14,-110.84,-855.96
-4,-0.28,0.64,85.08,-167.54,-378.42
-3.22,-1.22,0.72,12.08,26.49,-204.96
-1.96,-0.8,0.91,1.34,-17.88,-2.93
-1.16,-0.19,0.97,17.76,37.48,72.02
-2.93,3.58,-0.76,123.78,81.12,-170.29
-4,4,-1.18,185.18,29.66,-404.79
-4,4,-3.2,424.38,41.75,-852.17
-4,4,-4,461.79,-59.27,-1441.65
-4,4,-4,433.11,-36.01,-1496.95
-4,-0.47,-1.59,-385.93,-92.83,-924.74
-4,-1.56,0.46,264.83,-222.72,-315.98
-2.45,-0.26,0,53.96,-58.47,-128.36
-1.22,-0.21,0.47,1.53,47.06,-48.22
-0.99,-0.5,0.68,-31.56,112.73,-7.45
-4,3.09,-0.63,70.92,84.47,-286.13
-4,4,-2.04,85.69,42.18,-551.21
-4,4,-2.38,189.64,-2.2,-1243.71
-4,4,-2.05,297.36,-18.37,-1814.76
-4,4,-0.47,69.7,142.64,-1612.73
-4,3.31,2.25,-450.2,140.75,-1192.26
-4,0.12,1.7,-21.36,70.74,-399.9
-2.76,-0.34,1.75,-60.67,-9.34,-193.24
-1.76,-0.23,1.49,19.47,12.45,-112.73
-1.17,-0.38,1.18,41.87,7.45,-15.87
-3.85,3.62,-0.25,103.94,89.48,-254.33
-4,4,-1.35,210.21,117.43,-536.74
-4,4,-1.53,-1.22,-15.14,-1351.5
-4,4,-1.63,285.71,-17.09,-1737.37
-4,4,-0.85,111.33,74.52,-1356.26
-4,0.62,1.99,-537.48,96.56,-965.76
-4,-0.66,2.32,144.47,7.2,-400.82
-2.45,-0.77,1.16,23.68,7.75,-153.75
-1.36,-0.32,1.15,-46.81,65,-6.41
-0.65,-0.18,0.99,-16.91,132.63,18.25
-4,3.28,-0.3,158.94,121.28,-334.23
-4,4,-1.21,324.89,192.2,-713.44
-4,4,-2.49,253.6,193.18,-1634.16
-4,4,-3.35,0.79,156.13,-1564.39
-4,3.69,-0.9,-118.35,-127.5,-1232.79
-4,0.49,1.02,-252.99,-37.54,-616.64
-3.93,0,1.54,-47.67,-23.19,-345.15
-2.38,-0.46,1.5,-4.39,15.32,-142.33
-1.39,-0.15,1.42,24.23,80.93,3.6
-0.92,-0.1,1.07,44.68,115.54,33.75
-4,3.24,0.05,171.51,144.71,-192.63
-4,4,0.43,102.23,157.29,-476.99
-4,4,-0.63,41.44,277.53,-948.79
-4,4,0.29,94.42,366.03,-1639.34
-4,4,0.74,-347.35,144.41,-1349.85
-4,1.17,0.94,-101.75,-151.79,-1145.63
-4,-0.74,1.7,-57.01,-55.18,-697.94
-3.99,-2.25,1.39,-152.71,-3.48,-318.12
-2.69,-2.09,1.42,-2.44,10.01,-62.74
-1.83,-0.79,1.51,22.89,76.9,112.79
-3.2,4,-0.3,64.33,123.35,-31.19
-4,4,-1.73,390.26,229.31,-269.78
-4,4,-2.85,75.32,134.52,-945.01
-4,4,-4,311.16,146.42,-1327.76
-4,4,-2.88,416.02,139.89,-1514.28
-4,2.18,-0.6,-416.14,69.95,-1062.19
-4,0.49,0.75,147.83,-197.33,-696.9
-4,-0.7,1.18,119.02,-127.62,-472.53
-3.29,-1.24,1.11,-175.6,67.5,-208.68
-2.32,-1.43,0.74,75.38,53.89,-91.61
-2.89,3.33,-1.07,188.6,239.69,-57.8
-4,4,-1.19,214.11,160.52,-208.62
-4,4,-1.95,231.38,246.83,-523.19
-4,4,-4,345.34,212.22,-1124.69
-4,4,-2.53,136.84,59.94,-1511.9
-4,3.29,-2.69,182.98,-86.67,-1293.15
-4,1.44,0.21,-44.98,-94.24,-905.21
-4,0.91,1,31.07,-47.06,-657.78
-3.76,-0.81,0.45,60.24,17.09,-247.92
-2.16,-0.1,1.19,13.24,-4.88,-65
-3.7,3.65,0.03,147.71,207.21,-282.41
-4,4,-1.17,159.24,191.83,-539.86
-4,4,-1.62,62.68,101.2,-1232.67
-4,4,-2.56,203.98,72.2,-1624.15
-4,0.72,-1.86,-110.66,-74.77,-1044.74
-4,-1.31,1.36,-63.48,-131.29,-575.56
-3.84,-1.45,0.99,155.03,3.17,-242.25
-2.17,-1.1,0.15,67.93,52.43,-101.14
-1.35,-0.79,0.93,-24.66,80.57,-34.97
-1,-0.83,0.58,-16.66,163.64,25.82
-3.22,4,0.48,107.79,49.26,-351.62
-4,4,-1.01,354.49,199.83,-786.93
-4,4,-1.36,253.05,133.54,-1291.99
-4,4,-0.74,284.48,198.55,-1451.66
-4,0.5,-2.01,-97.96,174.56,-1181.4
-4,-0.9,0.38,-18.55,-96.07,-492.37
-3.83,-0.92,0.22,18.74,56.46,-290.16
-2.31,-0.51,0.41,-84.35,24.48,-0.79
-1.57,-0.2,1.03,-47.42,44.43,93.75
-1.18,-0.28,0.93,33.69,62.68,139.1
-3.37,4,-0.35,197.81,58.17,-151.49
-4,4,-0.75,227.97,79.16,-497.62
-4,4,-4,227.54,163.82,-1132.2
-4,4,-3.48,252.38,53.47,-1627.26
-4,4,-2.2,-78.8,60.12,-1449.89
-4,-1.83,1.68,-100.83,-184.88,-634.83
-4,-1.19,1.29,47.61,-52.19,-307.07
-2.54,-0.83,0.72,-1.65,-38.57,-23.13
-1.21,0.2,1.02,28.26,35.1,90.82
-0.79,0.11,0.7,6.47,31.74,130.25
-4,3.1,0.41,132.14,109.13,-109.31
-4,4,-0.82,92.96,118.9,-413.02
-4,4,-3.57,322.14,222.96,-827.33
-4,4,-4,590.94,265.87,-1509.58
-4,4,-4,445.43,310.06,-1663.64
-4,4,-2.92,-86.36,101.68,-1409.61
-4,-0.06,-0.45,22.64,109.8,-887.15
-4,-1.28,0.97,68.73,-109.19,-241.33
-2.73,-0.62,1.01,-14.22,55.24,24.54
-1.51,0.11,0.86,8.79,26.06,126.71
-3.82,3.9,-0.69,52.37,84.05,-208.86
-4,4,-2.07,160.34,257.57,-612.43
-4,4,-2.82,205.26,-76.6,-1170.59
-4,4,-2.92,378.66,-30.88,-1500.79
-4,4,-2.51,57.68,-3.72,-1416.02
-4,0.65,-0.43,-222.11,-260.38,-1074.58
-4,-3.37,0.94,79.47,-25.21,-479.37
-3.5,-1.93,0.54,57.8,-77.58,-120.48
-1.98,-0.41,1.34,33.57,-22.77,32.71
-1.41,-0.3,0.99,-9.89,101.81,82.95
-4,3.66,-0.22,27.47,100.71,-288.94
-4,4,-3.14,114.87,187.99,-684.51
-4,3.65,-4,425.11,112,-1426.33
-4,4,-3.8,320.68,-67.93,-1506.29
-4,4,-3.69,-30.52,-23.25,-1340.27
-4,0.15,-0.33,-143.25,-251.59,-921.2
-4,-1.19,1.41,90.21,-40.22,-451.23
-3.58,-1.32,0.94,53.71,31.37,-151.73
-2.23,-0.35,1.19,71.59,39.55,55.42
-1.44,0.1,0.99,44.62,119.93,147.64
-4,3.3,-1.04,136.9,135.56,-185.49
-4,4,-2.55,262.76,134.22,-451.48
-4,4,-3.94,339.29,27.34,-1222.6
-4,4,-4,611.63,-124.15,-1523.44
-4,4,-4,196.53,-89.05,-1464.36
-4,1.55,-2.04,30.4,-156.56,-1422
-4,0.42,0.26,88.44,-178.16,-328.06
-3.47,-0.24,0.78,96.44,1.28,-176.45
-2.09,-0.11,0.6,76.6,3.36,-2.81
-1.38,-0.05,1.07,-4.15,-2.5,70.31
-2.86,4,-0.55,-0.18,3.85,-198.79
-4,4,-3.57,354.61,261.66,-644.1
-4,4,-3.12,228.64,45.72,-1401.43
-4,4,-3.85,194.64,-218.08,-1238.34
-4,1.96,-1.69,123.9,-105.83,-1393.8
-4,-0.23,-0.19,79.22,-151.73,-1055.85
-4,-1.43,0.89,-32.9,21.55,-226.2
-2.57,-0.83,0.72,71.47,21.97,-148.07
-1.88,-1.2,0.57,-2.08,89.36,-36.93
-1.34,-0.81,0.48,0.12,97.05,106.26
-3.75,3.73,-0.32,305.24,194.58,-170.9
-4,4,-1.48,312.74,213.32,-412.78
-4,4,-3.2,328.74,281.74,-1047.24
-4,4,-4,431.52,261.78,-1582.34
-4,0.88,-3.84,-15.99,-22.16,-1071.96
-4,-1.02,-1.38,46.45,-154.91,-948.61
-4,-2.24,0.13,154.24,-152.34,-505.49
-2.39,-0.96,0.49,7.02,-38.94,-75.81
-1.71,-0.58,1.01,-9.46,-25.45,-25.27
-1.08,-0.25,0.73,8.3,45.65,70.31
-2.98,4,-0.76,220.4,60.12,-255.13
-4,4,-2.45,272.09,57.19,-506.23
-4,4,-2.59,345.46,-75.44,-1102.48
-4,4,-1.87,417.48,30.82,-1297.36
-4,3.5,-1.71,178.96,173.46,-1185.06
-4,-0.18,-0.44,-214.48,54.5,-995.79
-4,-2.92,0.55,94.18,-28.81,-401.25
-3.31,-1.92,0.62,88.2,-5.13,-116.09
-2.08,-1.07,0.52,4.52,60.24,96.92
-1.41,-0.36,0.47,-32.29,27.83,234.31
-4,4,-0.71,163.57,50.6,-377.26
-4,4,-2.19,312.56,88.2,-758.97
-4,4,-3.13,382.51,1.46,-1447.14
-4,4,-4,208.98,105.16,-1382.93
-4,4,-2.68,32.78,-67.5,-1255.62
-4,0.02,-0.36,-194.89,-188.23,-710.57
-4,-0.92,0.79,41.99,-22.52,-134.09
-3.26,-0.77,0.62,97.41,13,16.17
-2.07,0.01,0.03,93.14,21.48,180.54
-1.45,0.25,0.61,52.67,-13.61,270.32
-4,4,-3.56,317.38,33.02,-1377.2
-4,1.99,-0.95,-224.73,-170.53,-1156.68
-4,-1.49,1.37,-97.41,-136.23,-537.72
-4,-1.07,0.79,78.98,-21.3,-253.54
-2.73,-0.93,0.7,19.29,-66.22,-9.52
-1.69,-0.22,0.97,47.3,-15.5,158.08
-1.32,0.01,0.61,12.15,106.26,197.02
-1.06,0.11,0.17,-42.97,130.07,297.06
-1.04,0.54,0.09,-26.49,68.24,362.55
-1.1,0.81,0.13,-3.85,67.99,405.7
-4,4,-2.59,157.35,70.92,-1450.62
-4,-0.55,0.63,-389.71,14.77,-843.44
-4,-1.34,1.85,14.28,4.39,-371.89
-3.32,-1.32,1.06,131.16,-71.35,-194.34
-2.19,-0.92,1.01,13.92,12.39,74.1
-1.23,-0.03,0.84,0.31,73.67,145.94
-1.07,0.06,0.45,-4.64,113.28,177.55
-1.16,0.27,0.29,-26.49,73.61,296.75
-1.13,0.58,0.43,-57.74,23.01,357.67
-1.19,0.72,0.33,-58.23,12.45,384.16
-3.28,3.7,-0.5,180.54,52.12,-238.46
-4,4,-1.11,247.56,96.68,-483.28
-4,4,-2.76,330.32,116.7,-1088.13
-4,4,-3.79,256.47,-68.6,-1311.46
-4,2.21,-2.99,99.85,-36.13,-1192.38
-4,-0.94,-0.27,-1.89,-177.61,-679.75
-3.69,-0.92,0.36,51.82,-85.02,-362.18
-2.86,-1,-0.01,75.32,-54.44,-191.16
-2.22,-0.6,0.41,-39.79,-38.76,-26.61
-1.43,-0.29,0.85,-94.97,37.29,81.24
-3.6,4,-1.3,191.96,6.23,-281.98
-4,4,-3.24,357.48,95.4,-606.57
-4,4,-4,445.43,-16.54,-1068.24
-4,4,-4,419.43,-106.14,-1182.43
-4,2.18,-3.23,183.17,-91.8,-1220.21
-4,-2.42,-1.08,-74.95,-169.62,-768.13
-3.78,-0.43,-0.39,59.08,-169.62,-179.57
-2.46,-0.62,0.34,-9.89,-56.52,-52.12
-1.78,-0.38,0.51,-59.14,15.56,67.38
-1.31,-0.32,0.66,-70.8,63.78,136.41
-3.83,4,-0.6,132.57,128.72,-265.5
-4,4,-2.07,259.46,217.65,-661.99
-4,4,-3.11,294.37,44.01,-1234.07
-4,4,-3.44,387.94,55.73,-1379.46
-4,3.73,-3,240.17,-5.25,-1226.5
-4,-0.39,-0.68,-272.34,-54.2,-641.36
-3.42,-0.58,0.65,52.49,-116.94,-226.07
-2.54,-0.62,0.32,54.2,-22.83,-133.48
-1.91,-0.2,0.53,-29.79,9.7,38.21
-1.27,-0.01,0.81,-55.73,63.9,65.8
-3.68,3.28,0.5,123.29,192.32,-151.12
-4,4,-0.48,177.19,297.3,-323.91
-4,4,-1.81,233.58,464.36,-906.01
-4,4,-2.04,102.78,338.75,-1415.41
-4,3.82,-1.53,33.45,234.25,-1446.11
-4,0.44,-0.68,-81.67,122.07,-980.9
-4,-0.77,1.39,-176.21,-63.54,-301.88
-3.37,-1.55,1.08,8,-30.09,-192.69
-2.64,-1.27,0.59,89.05,-29.97,-31.74
-2.01,-0.7,0.9,13.49,-30.4,110.96
-4,4,-2.5,211.98,74.34,-424.19
-4,4,-4,186.77,99.49,-830.2
-4,4,-4,523.74,-134.03,-1392.82
-4,4,-3.65,327.45,-305.3,-1207.7
-4,2.63,-2.4,-57.68,2.01,-993.23
-4,0.94,-0.14,-129.58,-189.94,-846.25
-4,-0.87,0.7,30.82,-157.41,-224.91
-2.61,-0.31,0.7,-24.11,-85.14,-43.21
-2.02,-0.21,0.93,-21.97,-22.03,34.91
-1.6,-0.07,0.68,-4.58,41.56,125.61
-4,4,-1.63,274.9,42.48,-594.48
-4,4,-3.9,407.59,-59.51,-1005
-4,4,-4,386.23,-35.28,-1496.58
-4,4,-4,355.53,14.16,-1244.26
-4,3.11,-1.56,-122.44,-74.34,-932.92
-4,-0.54,1.22,-253.91,-23.74,-521.18
-3.07,-0.24,0.85,48.89,-76.78,-93.63
-2.25,-0.3,0.66,32.29,-62.56,7.87
-1.88,-0.09,0.69,-35.46,8.79,142.03
-1.54,0.09,0.52,-45.84,79.35,215.94
-2.98,3.9,-0.33,152.71,29.3,-252.2
-4,4,-2.54,309.2,191.83,-449.28
-4,4,-2.86,206.73,3.48,-1074.77
-4,4,-1.71,319.58,-73.18,-1388.55
-4,3.09,-2.07,-91.86,81.24,-1137.7
-4,0.91,0.25,-356.69,-170.65,-922.42
-4,-2.08,2.04,-90.52,-281.56,-604.92
-2.76,-0.76,1.43,77.21,-70.62,-135.25
-1.9,-0.62,1.23,-16.85,55.11,-75.74
-1.48,-0.67,0.99,-29.42,58.04,42.72
-2.47,4,-1.07,176.27,182.98,-239.93
-4,4,-2.22,453.92,156.62,-407.23
-4,4,-1.53,-103.21,95.7,-947.51
-4,4,-1.83,320.07,-199.22,-1090.52
-4,4,-1.44,212.95,-37.29,-1177.25
-4,1.78,-0.46,-220.89,-13.24,-1024.78
-4,-1.4,1.59,-157.29,-209.96,-472.84
-3.93,-1.51,1.28,6.84,-69.15,-234.5
-2.86,-1.46,0.93,-48.03,43.15,-9.16
-2,-0.44,1.06,39.61,88.32,161.44
-3.68,3.97,-0.17,98.02,143.25,-236.94
-4,4,-1.15,161.25,189.03,-510.13
-4,4,-2.78,241.94,226.5,-1153.56
-4,4,-2.55,46.08,31.86,-1400.33
-4,2.77,-1.86,4.15,120.97,-1079.59
-4,0.38,0.2,-94.42,-126.77,-869.2
-4,-0.96,1.29,3.3,-93.2,-491.58
-3.22,-1.16,0.94,73.79,-90.33,-215.76
-2.26,-1.15,0.91,-1.83,-4.46,-40.95
-1.67,-0.75,0.95,-49.62,16.3,100.46
-2.8,4,-0.4,232.06,18.8,-306.95
-4,4,-3.94,529.3,296.14,-615.17
-4,4,-3.63,166.14,52.55,-1170.04
-4,4,-3.22,172.55,-71.72,-1254.39
-4,3.75,-2.12,138.67,-59.39,-1144.71
-4,1.12,-0.62,-341.43,-72.88,-752.62
-4,-1.32,1.51,-175.48,-129.15,-205.08
-2.94,-0.51,0.77,130.49,-226.44,-60.12
-2.19,-0.43,0.64,22.28,-134.95,44.37
-1.74,-0.28,0.85,-145.14,69.58,171.94
-3.52,3.42,-0.29,155.33,178.16,-216.74
-4,4,-1.3,147.46,189.58,-500.12
-4,4,-3.18,442.81,145.08,-923.89
-4,4,-3.52,241.76,116.7,-1502.38
-4,4,-2.84,161.25,24.66,-1341.74
-4,1.94,-1.18,-7.69,-13.12,-1019.04
-4,-1.45,1.33,-93.99,47.85,-550.78
-3.78,-0.92,0.62,54.38,24.84,-165.65
-2.38,-0.12,0.83,12.57,-14.16,-16.24
-1.79,-0.25,0.82,-33.26,90.82,19.53
-4,2.35,-1,117.25,154.3,-247.99
-4,3.05,-0.74,93.44,63.9,-425.23
-4,1.83,-0.31,-8.54,93.87,-703.67
-4,1.36,-1.38,103.15,7.93,-1253.3
-4,0.11,0.17,-167.54,-153.32,-1186.95
-4,-1.31,1.31,-124.33,-163.21,-969.12
-4,-3.32,1.15,-131.84,-204.41,-626.95
-2.54,-2.51,1.57,-143.31,-95.58,-189.7
-1.76,-1.73,1.54,76.29,-39.55,-102.42
-1.43,-0.98,1.09,31.13,33.75,-30.58
-3.62,3.65,-0.01,218.2,95.95,-212.95
-4,4,-1.45,269.96,167.18,-490.54
-4,4,-2.93,361.63,248.35,-1104.86
-4,4,-3.99,371.46,97.23,-1408.45
-4,4,-3.42,119.32,172.85,-1298.77
-4,2.79,-1.65,-34.97,-109.5,-1063.11
-4,-0.94,1.94,-304.63,20.08,-395.81
-3.16,-0.63,1.49,7.51,37.54,-124.15
-2.54,-0.49,0.78,215.52,-55.05,-47.49
-1.86,-0.18,0.58,108.09,-11.84,123.84
-4,4,-1.99,29.72,94.54,-749.94
-4,3.56,-4,252.93,78.12,-1128.54
-4,4,-3.08,342.83,-217.59,-1598.14
-4,4,-3.53,117.74,-265.5,-1089.29
-4,1.3,-1.34,-182.68,-172.85,-828.19
