aX,aY,aZ,gX,gY,gZ
-0.82,0.01,1.42,-10.99,103.82,173.71
-0.75,0.05,1.49,-0.92,94.18,192.87
-0.72,0.15,1.43,35.52,81.36,218.75
-0.58,0.38,1.45,63.9,73.06,250.06
-0.43,0.6,1.49,70.92,71.17,278.38
-0.31,0.78,1.56,69.89,77.21,282.84
-0.18,0.91,1.59,70.62,88.75,269.53
-0.08,1.03,1.47,69.03,105.1,259.09
0.08,1.16,1.36,65.25,125.31,250.55
-0.03,1.14,1.18,63.23,142.27,252.26
-0.1,1.1,1.06,58.65,142.88,247.5
0.25,1.03,1.04,41.26,141.48,231.81
0.36,1.09,1.01,20.39,139.77,219.97
0.36,1.22,0.98,16.36,141.72,214.17
0.5,1.43,0.92,24.41,151.12,209.29
0.68,1.67,0.82,30.15,160.89,197.63
0.84,1.94,0.74,27.95,169.56,178.65
1.05,2.04,0.86,21.61,177.43,153.56
1.22,2.12,0.85,9.34,189.51,122.92
1.25,2.21,0.54,1.59,199.16,82.34
1.2,2.07,0.32,15.99,201.05,46.26
1.27,1.85,0.18,39.31,203.43,33.63
1.36,1.5,0.11,59.81,210.69,39.43
1.58,1.35,0.06,70.19,218.14,46.51
1.86,1.4,0,66.47,220.46,41.75
1.95,1.49,-0.07,62.62,199.34,24.23
2,1.5,-0.14,65.61,152.77,-4.58
1.98,1.35,-0.15,76.48,99.18,-35.89
1.8,1.12,-0.09,91.43,59.75,-68.79
1.67,0.9,-0.17,99,39.79,-101.01
1.53,0.71,-0.26,92.83,39.12,-126.1
1.47,0.51,-0.31,82.52,51.64,-143.98
1.46,0.39,-0.37,75.2,56.34,-166.26
1.17,-0.12,-0.33,77.15,44.56,-184.33
0.99,-0.09,-0.23,73.43,39.43,-169.19
1.05,-0.18,-0.25,69.82,48.1,-146.55
0.95,-0.28,-0.17,63.29,54.32,-146.55
0.97,-0.3,-0.18,45.78,59.02,-143.49
1.02,-0.32,-0.18,40.22,51.15,-144.1
0.94,-0.4,-0.11,51.57,20.45,-148.74
0.79,-0.44,-0.04,58.72,-13.49,-153.26
0.65,-0.51,-0.01,60.73,-32.04,-152.77
0.54,-0.62,0.01,62.93,-43.33,-145.45
0.48,-0.64,0.06,65.31,-48.1,-134.34
0.43,-0.67,0.08,69.64,-44.37,-127.2
0.36,-0.7,0.07,74.04,-34.55,-124.39
0.31,-0.74,0.07,74.16,-22.22,-119.32
0.27,-0.79,0.08,70.01,-10.93,-110.72
0.22,-0.81,0.15,63.35,-1.77,-103.7
0.2,-0.83,0.17,57.19,6.71,-97.23
0.11,-0.86,0.2,51.51,15.56,-92.71
0.03,-0.91,0.3,44.25,27.1,-89.48
-0.09,-0.92,0.41,35.03,40.04,-86.79
-0.23,-0.96,0.53,26.86,51.39,-83.5
-0.33,-1.07,0.62,21.3,58.9,-77.88
-0.49,-1.21,0.79,19.29,62.32,-70.25
-0.66,-1.37,1.03,24.96,67.14,-58.23
-0.8,-1.6,1.18,44.98,80.2,-40.34
-1.06,-1.77,1.24,70.62,105.96,-20.81
-1.4,-1.89,1.26,90.7,141.42,3.36
-1.7,-1.98,1.26,94.48,182.56,31.74
-2.01,-2.09,1.22,81.42,229.61,67.81
-2.33,-2.16,1.27,58.35,281.13,108.64
-2.72,-2.23,1.33,38.57,331.97,150.88
-3.21,-2.34,1.46,24.35,383.67,195.56
-3.87,-2.44,1.59,12.39,441.65,243.35
-4,-2.48,1.68,2.56,514.34,295.29
-4,-2.46,1.74,-1.89,608.46,353.27
-4,-2.37,1.54,6.47,717.83,419.74
-4,-2.41,1.01,31.13,814.7,488.53
-4,-2.44,0.46,59.08,883.85,552.43
-4,-2.46,-0.29,79.9,915.47,614.38
-4,-2.62,-1.01,107.79,899.48,683.04
-4,-2.53,-1.46,154.36,832.95,754.76
-4,-2.02,-1.5,214.78,756.16,824.71
-4,-1.15,-1.49,245.42,768.19,896.42
-4,-0.51,-0.72,239.87,701.54,959.72
-4,-0.3,-0.47,278.69,431.88,969.42
-4,0.68,-0.2,275.15,388.49,990.17
-4,2.02,-0.93,256.77,490.6,1044.07
-4,3.64,-1.77,351.87,473.39,1074.95
-4,4,-1.23,475.77,274.29,1074.1
-4,4,-0.37,539.25,88.87,1016.6
-4,4,0.27,572.33,51.51,869.38
-4,4,-0.21,616.39,108.46,686.16
-4,4,-1.62,659.85,159.42,536.32
-4,4,-2.98,645.2,148.68,412.6
-3.6,4,-3.64,557.56,76.17,282.1
-2.83,4,-3.3,405.88,-7.45,168.33
-2.77,4,-2.33,233.64,-107.06,80.93
-2.73,4,-1.21,81.73,-192.99,29.17
-2.52,3.79,-0.26,-23.74,-228.21,10.44
-2.26,3.33,0.39,-71.53,-220.64,6.65
-1.96,3.05,0.71,-68.66,-188.72,1.34
-1.64,2.87,0.77,-31.07,-150.63,-18.62
-1.43,2.63,0.7,27.71,-120.91,-56.52
-1.58,2.33,0.72,94.73,-102.72,-95.15
-1.22,2.07,0.44,162.96,-89.23,-115.3
-1.15,1.81,0.41,194.89,-84.72,-141.72
-1.09,1.51,0.4,193.73,-82.58,-164.73
-1,1.27,0.39,169.74,-73.91,-178.28
-0.91,1.1,0.35,132.75,-63.35,-181.03
-0.85,1.02,0.38,93.2,-52.25,-179.44
-0.77,0.95,0.45,61.71,-34.85,-177.55
-0.77,0.91,0.56,38.94,-10.13,-180.73
-0.82,0.86,0.68,29.3,19.65,-190.12
-0.89,0.84,0.61,33.75,54.14,-200.01
-0.97,0.87,0.49,53.96,87.16,-209.29
-1,0.94,0.36,89.23,114.26,-218.57
-1.04,1.01,0.1,137.94,133.48,-232.06
-1.14,1.06,-0.12,194.46,142.52,-251.46
-1.19,1.04,-0.32,248.47,144.29,-270.26
-1.23,1.02,-0.5,288.57,146.24,-286.38
-1.22,0.86,-0.63,301.88,146,-299.5
-1.42,0.52,-0.54,273.07,139.95,-299.62
-1.42,0.22,-0.48,207.95,134.95,-281.31
-1.33,0.02,-0.42,145.57,134.16,-246.58
-1.26,0.07,-0.33,128.66,145.26,-207.82
-1.18,0.04,-0.31,148.68,148.19,-173.83
-1.09,0.21,-0.37,173.58,143.49,-149.17
-1.03,0.34,-0.41,194.82,135.25,-136.17
-0.95,0.38,-0.34,210.57,129.76,-130.62
-0.92,0.5,-0.41,209.78,131.59,-121.58
-0.9,0.45,-0.48,198.79,141.54,-111.51
-0.92,0.42,-0.66,154.66,152.53,-96.86
-0.94,0.2,-0.73,94.12,152.77,-82.34
-0.9,-0.06,-0.72,31.19,151.18,-61.34
-0.83,-0.13,-0.75,-19.71,148.32,-29.11
-0.79,-0.01,-0.81,-35.89,135.38,3.66
-0.72,0.13,-0.86,-30.76,110.9,28.81
-0.6,0.31,-0.91,-23.5,77.45,38.76
-0.49,0.34,-0.75,-11.66,42.6,33.51
-0.45,0.25,-0.54,0.73,21,24.72
-0.39,0.14,-0.35,4.15,15.75,21
-0.41,0.09,-0.23,5.74,20.57,25.63
-0.39,0.06,-0.16,9.4,32.23,35.22
-0.37,0.08,-0.18,14.34,45.59,45.53
-0.38,0.07,-0.18,26.73,57.25,53.65
-0.42,0.05,-0.21,41.87,64.39,62.99
-0.45,0.03,-0.24,54.99,66.22,73.67
-0.45,0,-0.31,71.35,65.06,84.53
-0.43,0.05,-0.42,86.73,60.73,96.74
-0.42,0.11,-0.52,97.84,50.6,107.91
-0.45,0.12,-0.5,102.23,36.13,116.82
-0.5,0.12,-0.39,100.83,24.23,127.08
-0.59,0.23,-0.32,90.58,22.89,143.98
-0.64,0.37,-0.27,63.17,26.55,164.86
-0.66,0.54,-0.24,34.55,28.56,180.48
-0.68,0.75,-0.23,15.87,28.93,189.51
-0.7,0.86,-0.28,-0.49,24.54,190.12
-0.71,0.9,-0.28,-10.5,15.56,183.72
-0.72,0.9,-0.31,-22.71,7.32,174.68
-0.75,0.82,-0.28,-38.02,1.71,165.71
-0.78,0.74,-0.2,-50.72,-0.85,161.62
-0.82,0.77,-0.12,-62.38,-1.71,163.21
-0.83,0.86,-0.02,-65.61,-3.6,167.91
-0.78,0.95,0.03,-67.63,-8.24,170.9
-0.77,1.02,0.06,-71.29,-13.55,169.37
-0.78,1.09,0.04,-81.48,-14.53,164.25
-0.83,1.08,-0.02,-95.21,-11.54,156.98
-0.87,1.02,-0.07,-108.09,-8.48,151.06
-0.9,0.94,-0.07,-108.64,-12.27,147.89
-0.82,0.84,0.02,-89.78,-15.5,148.07
-0.83,0.82,0.1,-60.55,-9.77,147.58
-0.85,0.87,0.1,-36.62,5.55,146.18
-0.88,0.91,0.06,-21.24,23.5,144.29
-0.94,0.92,-0.01,-9.95,35.52,140.62
-1,0.92,-0.1,-1.34,39.73,134.64
-1.09,0.89,-0.18,1.1,37.41,130.74
-1.12,0.86,-0.21,-4.21,30.03,131.23
-1.12,0.86,-0.19,-12.88,20.39,133.79
-1.1,0.93,-0.15,-19.1,11.35,136.11
-1.07,1.02,-0.06,-23.19,4.33,136.11
-1.03,1.11,0.03,-26.98,-0.85,134.22
-0.97,1.17,0.1,-31.49,-5.74,130.25
-0.95,1.18,0.16,-36.01,-8.36,122.8
-0.94,1.14,0.21,-43.46,-6.65,113.22
-0.91,1.06,0.2,-51.15,0.12,104.19
-0.92,0.97,0.15,-53.53,11.29,96.62
-0.91,0.93,0.07,-49.99,21.61,91.19
-0.91,0.95,-0.01,-41.44,26.73,89.78
-0.9,0.97,-0.05,-30.82,26.67,90.64
-0.92,1,-0.07,-20.57,22.95,89.48
-0.92,1.04,-0.05,-11.17,17.58,87.4
-0.91,1.09,-0.02,-5.07,11.54,85.27
-0.93,1.11,0.02,-2.38,7.87,82.03
-0.98,1.14,0.06,-3.97,8.67,78.61
-1.06,1.16,0.12,-5.19,12.88,75.62
-1.09,1.21,0.24,-3.48,19.47,73.67
-1.16,1.37,0.14,0.85,27.1,71.53
-1.17,1.46,0.22,18.74,37.54,65.43
-1.21,1.56,0.19,41.26,46.63,54.75
-1.24,1.64,0.15,56.82,54.32,42.24
-1.28,1.7,0.1,65.43,60.12,28.93
-1.32,1.71,0.03,73.49,67.5,15.87
-1.35,1.73,-0.02,78.25,72.81,3.54
-1.39,1.76,-0.03,78.86,74.04,-7.26
-1.44,1.81,0.01,74.58,73.24,-18.07
-1.5,1.87,0.01,67.63,72.81,-28.99
-1.55,1.91,0.01,61.46,73.67,-40.65
-1.59,1.96,0,56.95,75.01,-54.08
-1.68,2.04,0.01,55.24,75.68,-68.18
-1.77,2.19,-0.03,54.44,76.17,-81.79
-1.86,2.41,-0.07,56.52,77.33,-94.73
-1.92,2.67,-0.13,67.63,76.72,-107.67
-2.02,2.96,-0.15,81.67,74.83,-123.29
-2.22,3.28,-0.17,91.25,70.37,-145.08
-2.49,3.65,-0.26,94.6,66.59,-172.12
-2.82,4,-0.54,82.89,70.62,-203.43
-3.21,4,-0.93,53.96,86.43,-241.39
-3.71,4,-1.44,8.3,100.77,-292.97
-4,4,-2,-37.78,96.5,-364.01
-4,4,-2.48,-56.7,63.11,-453.8
-4,4,-2.84,-28.69,11.23,-547.79
-4,4,-3.04,38.94,-55.79,-635.74
-4,4,-3.23,124.39,-127.75,-715.09
-4,4,-3.47,211.85,-185.18,-794.49
-4,4,-3.64,283.94,-229,-879.76
-4,4,-3.65,315.19,-260.31,-962.04
-4,4,-3.55,298.1,-280.46,-1037.9
-4,4,-3.38,266.78,-290.83,-1102.91
-4,4,-3.16,244.81,-290.95,-1152.71
-4,3.31,-2.85,231.87,-281.68,-1186.16
-4,2.44,-2.46,214.66,-262.45,-1193.73
-4,1.45,-2.12,185.73,-234.44,-1167.66
-4,0.59,-2.03,149.41,-195.56,-1109.74
-4,-0.09,-1.95,117.98,-158.45,-1033.39
-4,-0.98,-1.81,94.97,-146.91,-950.87
-4,-1.68,-1.52,78.67,-172,-855.9
-4,-1.86,-1.2,84.17,-209.17,-748.96
-4,-1.89,-0.79,105.65,-231.51,-655.94
-4,-1.9,-0.3,108.09,-231.69,-595.34
-4,-1.85,0.2,76.35,-218.02,-556.46
-4,-1.9,0.63,29.97,-192.87,-521.12
-4,-2.17,0.95,-17.94,-151.79,-479.19
-4,-2.32,1.15,-61.16,-101.26,-421.08
-3.78,-2.26,1.17,-79.47,-49.8,-347.29
-3.31,-2.11,1.1,-65.19,-6.29,-275.02
-2.99,-2,1.04,-39.98,20.32,-216.98
-2.68,-1.89,0.98,-18.98,24.05,-169.13
-2.39,-1.76,0.92,2.01,17.52,-124.76
-2.13,-1.6,0.87,28.75,15.14,-82.64
-1.89,-1.46,0.82,55.54,17.52,-45.04
-1.69,-1.34,0.77,72.39,20.02,-13.24
-1.49,-1.24,0.74,75.44,19.9,11.96
-1.35,-1.18,0.73,66.89,18.62,32.23
-1.27,-1.2,0.79,47.12,18.62,50.66
-1.19,-1.22,0.85,17.52,20.87,73.85
-1.1,-1.17,0.86,-12.63,26.79,102.91
-1,-1.06,0.82,-38.02,34.79,132.75
-0.93,-0.9,0.8,-56.4,43.76,157.78
-0.86,-0.71,0.79,-66.96,50.11,176.09
-0.8,-0.61,0.84,-69.03,52.19,187.19
-0.77,-0.59,0.9,-64.15,51.39,193.24
-0.74,-0.58,0.92,-53.16,52.12,199.52
-0.7,-0.53,0.92,-35.83,56.82,211.06
-0.67,-0.46,0.9,-13.85,63.17,224.12
-0.66,-0.35,0.86,6.9,67.44,234.44
-0.72,-0.29,0.82,24.54,67.93,241.88
-0.76,-0.27,0.81,35.4,65.61,247.86
-0.77,-0.24,0.82,36.56,64.27,257.75
-0.78,-0.17,0.78,29.79,67.5,273.5
-0.81,-0.04,0.75,18.43,74.16,290.22
-0.83,0.05,0.66,-0.06,80.51,308.11
-0.85,0.11,0.56,-28.38,84.05,326.11
-0.83,0.2,0.45,-60.12,87.4,341.8
-0.81,0.3,0.34,-84.72,93.93,353.52
-0.81,0.39,0.26,-100.1,102.91,363.65
-0.84,0.47,0.16,-114.2,113.83,372.99
-0.86,0.58,0.01,-128.54,123.05,381.96
-0.78,0.72,-0.09,-131.1,127.01,384.46
-0.71,0.79,-0.08,-118.9,122.92,377.08
-0.7,0.83,-0.14,-96.07,112.37,367.98
-0.68,0.86,-0.16,-53.77,100.65,362.61
-0.67,0.88,-0.2,-8.12,90.15,363.28
-0.61,0.97,-0.17,24.29,79.16,361.82
-0.68,0.94,-0.19,25.7,67.44,359.92
-0.72,1.05,-0.31,-0.43,62.01,363.34
-0.78,1.16,-0.41,-45.72,63.9,371.09
-0.75,1.29,-0.6,-110.66,68.3,374.88
-0.68,1.37,-0.65,-170.84,71.23,370.48
-0.67,1.43,-0.71,-219.85,70.07,363.46
-0.63,1.43,-0.76,-259.58,67.02,356.02
-0.62,1.35,-0.68,-286.44,65.73,345.7
-0.6,1.24,-0.61,-302.43,64.76,333.25
-0.63,1.18,-0.49,-300.17,59.2,323.43
-0.77,1.16,-0.37,-277.95,52.73,318.36
-0.85,1.17,-0.28,-244.14,52.31,320.25
-0.9,1.25,-0.26,-208.86,62.38,325.68
-0.97,1.45,-0.45,-181.46,82.82,332.4
-0.99,1.56,-0.61,-164.06,103.58,335.21
-0.97,1.64,-0.92,-162.23,112.49,331.67
-0.96,1.58,-1.02,-157.71,106.81,323.06
-1,1.41,-0.93,-157.17,89.05,311.1
-1.06,1.23,-0.74,-162.41,71.66,306.4
-1.2,1.18,-0.48,-165.83,62.07,313.54
-1.28,1.2,-0.21,-161.19,61.52,325.2
-1.4,1.38,0.03,-144.96,72.75,336.61
-1.59,1.69,0.02,-125.98,96.37,344.48
-1.75,1.96,-0.09,-108.03,123.23,343.93
-1.75,2.15,-0.4,-100.34,135.31,329.96
-1.62,2.09,-0.43,-86.49,128.17,302.43
-1.56,1.94,-0.49,-80.32,117,278.75
-1.59,1.84,-0.47,-79.22,114.99,270.51
-1.61,1.83,-0.47,-78.8,117.49,267.58
-1.53,1.82,-0.41,-76.29,115.54,265.32
-1.49,1.79,-0.22,-72.69,101.93,258.85
-1.48,1.59,-0.01,-74.71,82.34,246.58
-1.44,1.43,0.2,-80.26,70.56,236.02
-1.44,1.38,0.45,-84.11,75.56,230.29
-1.49,1.4,0.44,-90.45,103.64,225.89
-1.52,1.47,0.24,-93.81,134.89,221.25
-1.61,1.55,0.16,-79.35,148.25,215.03
-1.38,1.62,-0.08,-55.24,151.12,202.27
-1.15,1.6,-0.14,-29.6,133.97,185.18
-1.12,1.5,-0.14,-3.91,96.44,162.41
-1.43,1.29,-0.01,26.55,56.58,138.37
-1.34,1.18,0.04,50.11,48.03,124.51
-1.39,1.3,0.11,50.96,53.83,122.8
-1.32,1.41,0.14,32.41,67.99,121.34
-1.28,1.5,0.12,4.15,86.61,119.08
-1.27,1.57,0.14,-12.15,88.87,112.85
-1.33,1.65,0.2,-9.58,83.5,100.4
-1.37,1.76,0.29,9.83,78.74,86.91
-1.4,1.86,0.4,38.15,76.23,71.59
-1.42,1.9,0.49,73.67,82.03,56.27
-1.41,1.96,0.51,106.2,92.35,37.96
-1.38,2.03,0.45,129.33,102.42,18.49
-1.34,2.03,0.36,138.85,109.8,0.49
-1.38,1.98,0.35,140.81,113.83,-17.21
-1.48,1.88,0.32,142.21,117.86,-34.48
-1.55,1.78,0.29,136.78,123.05,-45.17
-1.58,1.77,0.3,129.88,123.11,-50.78
-1.58,1.83,0.32,125.43,119.69,-54.87
-1.53,1.89,0.35,118.59,113.28,-58.47
-1.52,1.95,0.36,105.77,106.32,-62.87
-1.52,2.01,0.37,84.05,101.5,-69.52
-1.55,2.05,0.38,58.41,96.74,-78.19
-1.61,2.05,0.41,34.42,92.16,-88.5
-1.68,2.06,0.39,16.72,89.78,-98.02
-1.75,2.09,0.34,9.09,90.76,-105.71
-1.78,2.15,0.27,12.45,94.18,-115.66
-1.81,2.18,0.16,15.63,94.79,-125.18
-1.87,2.29,0.04,8.06,87.34,-134.58
-1.97,2.49,-0.13,-7.26,76.9,-140.75
-2.23,2.81,-0.23,-21.55,61.04,-149.6
-2.65,3.17,-0.28,-19.47,41.5,-167.42
-3.09,3.49,-0.37,2.69,23.19,-197.14
-3.61,3.8,-0.42,38.88,0.92,-237.06
-4,4,-0.48,81.54,-20.63,-286.68
-4,4,-0.6,122.62,-34.24,-346.92
-4,4,-0.83,152.47,-33.2,-414.43
-4,4,-1.12,162.96,-24.23,-489.2
-4,4,-1.4,161.5,-20.14,-576.6
-4,4,-1.64,157.04,-21.12,-678.47
-4,4,-1.85,148.38,-17.64,-791.38
-4,4,-2.06,142.94,-14.83,-913.64
-4,4,-2.37,141.17,-13.18,-1027.65
-4,4,-2.83,128.54,-11.29,-1116.64
-4,3.95,-3.16,110.96,-14.83,-1189.39
-4,3.3,-3.05,66.59,-47.73,-1249.94
-4,2.53,-2.64,-16.05,-96.86,-1278.75
-4,1.8,-2.04,-94.67,-133.48,-1277.4
-4,1.28,-1.3,-155.21,-157.04,-1255.19
-4,0.98,-0.68,-204.71,-175.05,-1228.52
-4,0.69,-0.14,-212.89,-188.96,-1200.5
-4,0.41,0.02,-171.57,-202.76,-1161.87
-4,-0.55,0.06,-106.38,-234.56,-1087.95
-4,-1.85,0.25,-60.97,-284.18,-943.97
-4,-2.26,0.67,-38.51,-326.72,-756.1
-4,-2.14,1.15,-1.53,-340.03,-583.07
-4,-1.71,1.44,39.55,-319.03,-452.27
-4,-1.35,1.54,59.33,-267.52,-370.24
-3.95,-1.23,1.47,55.48,-203.43,-332.95
-3.46,-1.33,1.34,31.07,-139.77,-318.3
-3.07,-1.5,1.23,-7.32,-81.3,-302.49
-2.77,-1.65,1.13,-50.17,-28.56,-277.22
-2.52,-1.89,1.04,-88.2,15.2,-243.9
-2.26,-2.06,0.95,-124.63,47.85,-199.22
-1.97,-2.15,0.84,-157.96,70.62,-143.86
-1.68,-2.04,0.78,-184.57,83.68,-83.86
-1.42,-1.79,0.74,-203.86,87.59,-26.25
-1.14,-1.48,0.72,-212.4,85.33,19.53
-0.89,-1.2,0.68,-207.21,80.75,53.77
-0.71,-0.91,0.55,-190.43,80.69,80.63
-0.52,-0.58,0.34,-165.95,86.79,102.42
-0.31,-0.26,0.08,-135.25,94.79,118.04
-0.22,0.11,-0.16,-102.29,98.02,126.65
-0.05,0.65,-0.6,-75.01,88.93,129.39
0.29,1.15,-0.88,-50.84,61.65,130.43
0.64,1.69,-1.01,-39.73,24.05,120.61
0.9,2.04,-0.97,-57.8,-18.68,89.54
1.08,2.18,-0.84,-102.84,-62.01,41.5
1.18,2.28,-0.52,-158.02,-100.52,-11.29
1.31,2.23,0.02,-203.49,-128.54,-58.84
1.37,2.06,0.44,-231.93,-144.9,-98.39
1.37,1.81,0.93,-235.23,-153.99,-130.68
1.27,1.59,1.38,-219.3,-149.41,-153.63
1.13,1.34,1.69,-195.56,-132.81,-166.08
1.1,1.23,1.8,-160.4,-112.61,-170.47
0.87,1.15,1.71,-105.71,-94.06,-162.84
0.6,1.05,1.46,-39.31,-86.3,-150.76
0.38,1.09,1.4,19.17,-93.08,-144.04
0.28,1.2,1.43,66.96,-109.31,-149.54
0.21,1.27,1.52,113.89,-136.35,-162.66
0.05,1.15,1.79,151,-165.41,-185.36
-0.12,0.86,2.11,156.19,-175.05,-214.42
-0.22,0.61,2.34,126.71,-158.81,-235.17
-0.25,0.41,2.51,83.8,-120.97,-233.09
-0.24,0.29,2.53,38.33,-72.33,-218.51
-0.2,0.25,2.38,-5.74,-24.23,-208.31
-0.19,0.26,2.19,-39.31,15.69,-205.38
-0.24,0.26,1.93,-55.91,46.39,-205.69
-0.36,0.22,1.7,-58.23,67.02,-205.32
-0.45,0.19,1.45,-47.42,78.74,-202.88
-0.48,0.18,1.18,-23.13,76.23,-197.33
-0.51,0.2,1,15.26,58.78,-192.26
-0.48,0.22,0.94,62.99,28.69,-188.9
-0.47,0.17,0.97,103.39,-4.76,-187.74
-0.48,0.02,1.04,123.29,-28.44,-187.13
-0.5,-0.13,1.11,116.52,-35.71,-181.7
-0.59,-0.24,1.15,87.89,-29.36,-167.18
-0.69,-0.3,1.18,46.08,-13.55,-144.53
-0.81,-0.37,1.23,1.4,6.77,-122.07
-0.99,-0.46,1.26,-40.16,30.82,-100.95
-1.18,-0.58,1.25,-79.77,58.29,-80.26
-1.41,-0.66,1.15,-111.45,90.7,-61.16
-1.7,-0.81,1.11,-133.79,124.76,-47.42
-2.01,-1.12,1.07,-150.76,151.79,-38.76
-2.32,-1.61,1.07,-162.54,169.56,-26.86
-2.67,-2.26,1.05,-171.02,183.29,1.04
-3.15,-2.94,1.06,-177.86,196.29,54.14
-3.76,-3.6,1.13,-176.33,207.4,138.85
-4,-3.98,1.27,-158.63,208.13,257.57
-4,-3.79,1.58,-114.99,189.27,402.28
-4,-3.1,1.87,-41.38,159.91,546.51
-4,-2.49,2.13,42.11,133.3,662.84
-4,-2,2.25,111.02,115.48,752.81
-4,-1.23,2.38,161.44,108.52,834.35
-4,-0.45,2.37,194.27,112.73,903.5
-4,0.64,2.18,200.44,126.04,953.74
-4,2.45,2.01,182.56,152.89,983.15
-4,4,1.71,154.54,196.78,980.59
-4,4,1.21,123.17,237.98,939.58
-4,4,0.8,98.33,249.21,871.15
-4,4,0.42,78.8,244.93,799.93
-3.09,4,0.17,76.84,223.27,724.12
-2.34,4,0.26,124.88,148.38,617.43
-1.72,4,0.47,181.7,58.65,498.41
-1.05,4,0.68,182.25,10.62,388.12
-0.39,4,0.65,117.8,25.63,281.43
-0.03,4,0.34,35.1,70.62,174.44
0.2,4,-0.12,-32.04,105.53,85.08
0.42,4,-0.45,-76.97,114.5,22.03
0.61,4,-0.61,-100.52,99.49,-20.87
0.74,3.48,-0.61,-111.02,71.47,-58.17
0.74,2.82,-0.52,-115.42,41.56,-91.06
0.65,2.3,-0.4,-125.49,17.21,-118.53
0.53,1.93,-0.3,-144.23,-2.2,-139.59
0.4,1.68,-0.21,-166.93,-20.45,-154.42
0.29,1.54,-0.09,-191.04,-42.66,-164.37
0.17,1.43,0.05,-218.81,-68.85,-173.1
0.05,1.38,0.22,-251.46,-93.44,-183.23
-0.06,1.36,0.33,-286.01,-110.11,-195.13
-0.14,1.26,0.43,-316.22,-120.3,-205.32
-0.2,1.16,0.39,-340.39,-127.62,-207.46
-0.27,1.11,0.35,-362.55,-134.89,-206.18
-0.34,1.08,0.32,-386.9,-143.49,-201.6
-0.39,1.07,0.26,-413.76,-156.37,-194.82
-0.45,1.04,0.25,-439.33,-172.3,-188.35
-0.49,1.02,0.3,-462.59,-188.11,-179.38
-0.6,1.05,0.19,-487.79,-205.69,-167.85
-0.67,1.01,0.13,-502.81,-225.71,-152.4
-0.72,0.94,0.1,-508.24,-243.84,-130.98
-0.73,0.89,0.06,-509.09,-259.77,-104.55
-0.73,0.88,0.06,-503.05,-274.11,-77.58
-0.75,0.84,0.05,-491.15,-286.01,-51.94
-0.78,0.81,0.07,-475.04,-298.77,-25.63
-0.82,0.78,0.15,-454.65,-312.99,2.99
-0.85,0.76,0.18,-433.11,-326.11,30.4
-0.87,0.73,0.26,-407.9,-337.46,55.11
-0.86,0.7,0.32,-378.97,-344.12,79.53
-0.82,0.65,0.39,-348.57,-342.77,103.33
-0.78,0.59,0.5,-317.5,-333.37,125.24
-0.73,0.47,0.59,-285.1,-315.86,146.3
-0.8,0.34,0.64,-254.7,-291.02,168.82
-0.79,0.38,0.71,-231.08,-257.63,200.68
-0.75,0.51,0.67,-195.62,-217.1,236.51
-0.64,0.73,0.58,-155.76,-177.49,266.3
-0.51,0.93,0.46,-107.91,-149.66,279.17
-0.44,1.1,0.39,-61.71,-132.2,274.11
-0.36,1.25,0.33,-22.58,-120,255.19
-0.31,1.34,0.28,7.08,-106.2,230.59
-0.31,1.35,0.24,21.12,-83.13,205.32
-0.29,1.32,0.13,11.11,-49.87,183.78
-0.43,1.28,-0.07,-20.45,-15.2,170.78
-0.53,1.24,-0.31,-63.96,14.65,163.15
-0.57,1.16,-0.54,-100.22,33.45,156.13
-0.53,1.06,-0.74,-124.57,39.67,151.86
-0.51,0.97,-0.8,-135.99,33.57,150.88
-0.51,0.92,-0.87,-137.94,21.42,150.51
-0.49,0.87,-0.9,-130,10.8,147.28
-0.46,0.84,-0.91,-116.03,2.32,142.76
-0.44,0.85,-0.92,-104,-6.35,139.1
-0.39,0.85,-0.9,-92.53,-14.1,136.29
-0.36,0.85,-0.89,-85.02,-18.25,131.16
-0.33,0.89,-0.87,-82.82,-18.74,122.92
-0.33,0.94,-0.88,-86,-18.31,110.84
-0.34,0.94,-0.91,-91.06,-17.94,96.92
-0.37,0.92,-0.89,-97.41,-18.49,84.66
-0.39,0.91,-0.85,-103.7,-18.98,75.93
-0.38,0.9,-0.83,-108.03,-20.81,67.26
-0.37,0.89,-0.82,-107.73,-19.84,59.75
-0.38,0.82,-0.81,-103.7,-17.88,53.28
-0.33,0.75,-0.81,-99.98,-17.7,50.11
-0.31,0.73,-0.81,-90.82,-16.24,46.69
-0.36,0.62,-0.8,-77.76,-12.88,40.83
-0.38,0.56,-0.83,-67.57,-12.27,35.64
-0.39,0.51,-0.86,-56.58,-10.38,33.02
-0.39,0.45,-0.94,-44.43,-7.39,32.65
-0.44,0.44,-0.99,-38.51,-8.48,34.91
-0.43,0.42,-1.04,-36.13,-11.41,36.87
-0.45,0.41,-1.06,-38.09,-19.17,38.27
-0.46,0.43,-1.02,-45.59,-28.56,39.49
-0.44,0.46,-0.97,-52.92,-36.56,40.83
-0.43,0.48,-0.87,-56.34,-40.77,40.83
-0.43,0.49,-0.81,-57.92,-39.73,39.61
-0.45,0.47,-0.78,-56.95,-35.16,38.33
-0.47,0.46,-0.79,-53.59,-27.95,37.66
-0.46,0.45,-0.79,-45.41,-19.1,37.72
-0.51,0.46,-0.82,-32.23,-8.61,38.15
